实验编号,实验日期,实验员,关联项目,目标产品,实验类型,多元醇类型,多元醇用量(份),异氰酸酯类型,NCO/OH摩尔比R,扩链剂类型,扩链剂用量(份),催化剂种类,催化剂用量(%),抗水解剂用量(%),亲水扩链剂DMPA用量(%),溶剂体系,目标固含量(%),预聚温度(℃),预聚时间(h),扩链温度(℃),搅拌转速(rpm),实测NCO%,实测固含量(%),实测粘度(mPa·s),外观,结论,是否达标,备注
EXP-2025-0333,2025-06-06,王芳,—,HD-S301,DOE,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.391,EDA,2.4,DBTDL(二月桂酸二丁基锡),0.077,1.0,3.1,去离子水,31.9,74,3.4,75,800,2.03,31.8,159,乳白(水性),耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0334,2025-06-20,郑凯,—,HD-S301,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.569,EDA,2.2,DBTDL(二月桂酸二丁基锡),0.04,1.5,3.6,去离子水,31.9,74,2.9,66,2000,2.99,32.0,141,乳白(水性),配方满足目标窗口，建议放大,达标,
EXP-2026-0335,2026-06-15,林霞,—,HD-S301,工艺优化,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.602,EDA,4.6,TEDA(三乙烯二胺),0.046,0.5,4.9,去离子水,31.9,82,1.8,74,1200,2.95,30.6,140,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0336,2025-11-17,赵敏,—,HD-S301,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.544,EDA,2.2,DBTDL(二月桂酸二丁基锡),0.069,1.5,4.9,去离子水,31.9,76,3.0,59,2000,2.82,31.8,178,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0337,2026-05-07,林霞,—,HD-S301,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.576,EDA,3.3,DBTDL(二月桂酸二丁基锡),0.033,1.0,3.7,去离子水,31.9,74,1.6,55,800,3.03,32.6,159,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0338,2026-01-11,何斌,—,HD-S301,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.632,EDA,5.5,DBTDL(二月桂酸二丁基锡),0.06,0,3.2,去离子水,31.9,82,2.9,65,1500,3.04,31.9,141,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0339,2025-11-04,陈立,—,HD-S301,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.605,EDA,4.1,TEDA(三乙烯二胺),0.026,0.5,3.7,去离子水,31.9,79,2.0,73,2000,3.13,31.6,138,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0340,2025-05-31,李强,—,HD-S301,工艺优化,聚碳酸酯二醇(PCDL-2000),100,MDI,1.413,EDA,4.4,TEDA(三乙烯二胺),0.04,0,3.4,去离子水,31.9,80,2.1,59,1500,2.14,31.6,160,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0341,2025-02-25,郑凯,—,HD-S301,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.636,EDA,5.7,DBTDL(二月桂酸二丁基锡),0.027,0,4.5,去离子水,31.9,79,1.7,59,1500,3.37,31.3,135,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0342,2025-07-16,何斌,—,HD-S301,工艺优化,聚丙二醇(PPG-2000),100,IPDI,1.629,EDA,3.1,SnOct(辛酸亚锡),0.061,1.5,4.8,去离子水,31.9,77,2.5,65,1500,3.3,31.9,144,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0343,2026-05-30,郭燕,—,HD-S301,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.6,EDA,3.6,TEDA(三乙烯二胺),0.053,1.0,4.2,去离子水,31.9,82,2.7,65,1200,3.2,32.3,167,乳白(水性),粘度异常，复测并排查水分,未达标,
EXP-2025-0344,2025-05-28,周涛,—,HD-S301,工艺优化,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.581,EDA,3.1,TEDA(三乙烯二胺),0.064,0,3.6,去离子水,31.9,80,1.7,69,800,3.09,30.6,142,乳白(水性),配方满足目标窗口，建议放大,达标,
EXP-2025-0345,2025-11-01,林霞,—,HD-S302,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.393,EDA,4.1,TEDA(三乙烯二胺),0.027,0.5,5.4,去离子水,37.4,81,1.8,71,1500,2.0,37.0,279,乳白(水性),耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0346,2026-04-23,郭燕,—,HD-S302,放大确认,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.627,EDA,4.8,SnOct(辛酸亚锡),0.065,1.0,3.3,去离子水,37.4,75,3.0,62,2000,3.25,36.2,272,微浊,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0347,2025-03-19,吴静,—,HD-S302,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.503,EDA,3.1,SnOct(辛酸亚锡),0.073,1.0,4.6,去离子水,37.4,73,3.4,66,800,2.62,37.4,272,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0348,2026-03-19,朱军,—,HD-S302,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.55,EDA,5.3,DBTDL(二月桂酸二丁基锡),0.038,0,4.7,去离子水,37.4,81,2.7,71,1500,2.86,38.4,275,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0349,2025-09-25,林霞,—,HD-S302,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.392,EDA,2.0,TEDA(三乙烯二胺),0.045,1.5,4.0,去离子水,37.4,78,3.1,65,1500,2.02,37.5,274,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2026-0350,2026-05-20,林霞,—,HD-S302,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,HDI,1.406,EDA,4.7,TEDA(三乙烯二胺),0.076,1.5,3.7,去离子水,37.4,80,2.1,58,800,2.08,37.7,240,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0351,2024-09-19,朱军,—,HD-S302,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.554,EDA,5.2,DBTDL(二月桂酸二丁基锡),0.064,0,4.2,去离子水,37.4,80,3.3,67,1200,2.9,37.8,300,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0352,2025-01-14,何斌,—,HD-S302,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.35,EDA,2.5,TEDA(三乙烯二胺),0.022,1.5,5.0,去离子水,37.4,78,2.1,73,2000,1.8,37.6,248,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0353,2025-10-24,郭燕,—,HD-S302,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.469,EDA,2.7,DBTDL(二月桂酸二丁基锡),0.02,0.5,5.5,去离子水,37.4,84,3.4,68,1500,2.37,36.7,278,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0354,2025-10-06,李强,—,HD-S302,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.555,EDA,2.2,DBTDL(二月桂酸二丁基锡),0.063,1.5,3.9,去离子水,37.4,84,3.2,68,2000,2.91,37.2,268,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0355,2025-05-04,孙丽,—,HD-S302,放大确认,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.445,EDA,6.0,DBTDL(二月桂酸二丁基锡),0.079,0,3.4,去离子水,37.4,73,3.5,74,800,2.31,38.2,285,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0356,2025-07-02,朱军,—,HD-S302,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.56,EDA,4.9,TEDA(三乙烯二胺),0.026,1.0,3.3,去离子水,37.4,72,2.8,62,800,2.96,37.9,269,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0357,2025-08-30,周涛,RD-2024-002,HD-S303,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.718,EDA,5.3,SnOct(辛酸亚锡),0.049,1.5,4.2,去离子水,34.6,80,1.5,59,800,3.73,33.1,366,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0358,2025-11-08,李强,RD-2024-002,HD-S303,对比验证,聚四氢呋喃醚二醇(PTMEG-2000),100,H12MDI,1.897,EDA,3.7,DBTDL(二月桂酸二丁基锡),0.023,0,3.0,去离子水,34.6,75,1.9,59,1200,4.54,33.8,356,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0359,2024-10-19,周涛,RD-2026-001,HD-S303,DOE,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,H12MDI,1.962,EDA,3.9,TEDA(三乙烯二胺),0.031,1.0,3.6,去离子水,34.6,75,3.1,75,1200,4.99,34.0,353,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0360,2025-06-03,王芳,RD-2024-002,HD-S303,DOE,聚四氢呋喃醚二醇(PTMEG-2000),100,H12MDI,1.586,EDA,2.9,DBTDL(二月桂酸二丁基锡),0.05,0,5.5,去离子水,34.6,84,3.0,71,1200,3.08,34.4,284,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0361,2025-03-17,孙丽,RD-2026-001,HD-S303,对比验证,聚碳酸酯二醇(PCDL-2000),100,MDI,1.706,EDA,4.7,SnOct(辛酸亚锡),0.073,0,4.6,去离子水,34.6,73,2.5,67,1500,3.71,34.5,331,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0362,2025-09-28,郑凯,RD-2024-002,HD-S303,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.418,EDA,4.0,TEDA(三乙烯二胺),0.023,0,3.4,去离子水,34.6,85,1.9,63,2000,2.16,34.9,332,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0363,2025-10-28,赵敏,RD-2024-002,HD-S303,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.817,EDA,5.7,DBTDL(二月桂酸二丁基锡),0.065,1.0,4.0,去离子水,34.6,76,2.6,59,1500,4.3,34.9,356,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0364,2025-02-07,李强,RD-2024-002,HD-S303,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.901,EDA,3.2,TEDA(三乙烯二胺),0.026,1.0,4.7,去离子水,34.6,73,2.7,70,1200,4.77,35.1,341,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0365,2025-12-21,孙丽,RD-2026-001,HD-S303,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.943,EDA,5.2,TEDA(三乙烯二胺),0.032,0.5,4.6,去离子水,34.6,82,2.7,70,1200,4.95,34.2,318,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0366,2026-05-26,周涛,RD-2024-002,HD-S303,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.763,EDA,2.9,DBTDL(二月桂酸二丁基锡),0.03,1.0,5.3,去离子水,34.6,74,3.4,56,1200,4.02,34.9,348,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0367,2024-12-20,孙丽,RD-2026-001,HD-S303,放大确认,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.908,EDA,3.5,DBTDL(二月桂酸二丁基锡),0.036,1.0,5.3,去离子水,34.6,79,2.1,56,2000,4.59,33.8,328,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0368,2025-02-08,周涛,RD-2026-001,HD-S303,对比验证,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.737,EDA,2.6,SnOct(辛酸亚锡),0.043,0,3.7,去离子水,34.6,83,3.3,66,1500,3.8,35.2,300,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0369,2026-05-05,陈立,RD-2026-001,HD-S303,工艺优化,聚四氢呋喃醚二醇(PTMEG-2000),100,H12MDI,1.604,EDA,4.4,TEDA(三乙烯二胺),0.041,0,4.3,去离子水,34.6,84,2.7,65,1200,3.15,35.1,333,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0370,2026-04-28,孙丽,RD-2026-001,HD-S303,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.97,EDA,3.9,DBTDL(二月桂酸二丁基锡),0.063,1.0,3.0,去离子水,34.6,83,1.9,58,800,4.93,34.1,369,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0371,2026-05-25,郭燕,RD-2026-001,HD-S303,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.772,EDA,5.9,SnOct(辛酸亚锡),0.032,0,3.6,去离子水,34.6,75,1.8,58,800,4.01,33.9,363,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2024-0372,2024-10-31,陈立,RD-2024-002,HD-S303,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,H12MDI,2.007,EDA,4.9,DBTDL(二月桂酸二丁基锡),0.049,0,3.4,去离子水,34.6,85,3.1,72,1200,5.23,34.0,273,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0373,2025-05-08,王芳,RD-2026-001,HD-S303,工艺优化,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.906,EDA,5.3,DBTDL(二月桂酸二丁基锡),0.052,0,3.8,去离子水,34.6,80,3.2,66,1200,4.59,34.3,348,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2026-0374,2026-03-26,郭燕,RD-2026-001,HD-S303,放大确认,聚四氢呋喃醚二醇(PTMEG-2000),100,H12MDI,1.843,EDA,2.4,DBTDL(二月桂酸二丁基锡),0.037,1.5,3.5,去离子水,34.6,83,2.3,69,2000,4.32,36.4,336,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0375,2026-05-28,郭燕,—,HD-S304,DOE,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,H12MDI,1.391,EDA,2.5,SnOct(辛酸亚锡),0.01,1.5,5.0,去离子水,38.5,78,2.5,55,2000,2.02,39.4,52,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0376,2025-05-18,何斌,—,HD-S304,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.598,EDA,2.9,TEDA(三乙烯二胺),0.071,0,5.2,去离子水,38.5,74,2.6,62,1200,3.16,37.5,59,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0377,2026-04-07,赵敏,—,HD-S304,对比验证,聚丙二醇(PPG-2000),100,IPDI,1.701,EDA,5.8,SnOct(辛酸亚锡),0.029,1.5,4.6,去离子水,38.5,78,3.0,62,1200,3.67,37.7,61,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0378,2025-05-06,周涛,—,HD-S304,配方筛选,聚丙二醇(PPG-2000),100,H12MDI,1.591,EDA,4.0,SnOct(辛酸亚锡),0.043,1.0,5.4,去离子水,38.5,84,2.5,61,800,3.26,39.3,51,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0379,2025-08-02,朱军,—,HD-S304,放大确认,聚丙二醇(PPG-2000),100,HDI,1.723,EDA,3.1,TEDA(三乙烯二胺),0.054,0.5,4.9,去离子水,38.5,82,2.3,58,1500,3.59,38.3,51,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0380,2025-04-21,李强,—,HD-S304,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.665,EDA,5.3,DBTDL(二月桂酸二丁基锡),0.039,1.0,5.4,去离子水,38.5,73,2.6,60,800,3.49,38.4,52,乳白(水性),配方满足目标窗口，建议放大,达标,
EXP-2025-0381,2025-03-19,林霞,—,HD-S304,DOE,聚丙二醇(PPG-2000),100,IPDI,1.646,EDA,2.5,DBTDL(二月桂酸二丁基锡),0.066,0,4.0,去离子水,38.5,74,2.5,71,800,3.35,38.6,59,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0382,2025-03-25,郑凯,—,HD-S304,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.553,EDA,3.7,SnOct(辛酸亚锡),0.028,0,5.4,去离子水,38.5,83,2.9,64,1200,2.76,38.6,47,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0383,2025-07-19,郭燕,—,HD-S304,对比验证,聚丙二醇(PPG-2000),100,IPDI,1.641,EDA,4.5,TEDA(三乙烯二胺),0.057,1.5,4.4,去离子水,38.5,82,2.6,71,1500,3.41,37.2,40,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0384,2025-03-10,王芳,—,HD-S304,DOE,聚丙二醇(PPG-2000),100,IPDI,1.532,EDA,4.8,SnOct(辛酸亚锡),0.02,0,3.6,去离子水,38.5,78,1.6,66,800,2.61,37.9,50,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0385,2025-02-07,李强,—,HD-S304,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.636,EDA,2.9,DBTDL(二月桂酸二丁基锡),0.023,1.5,3.3,去离子水,38.5,74,2.0,61,2000,3.36,38.3,57,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0386,2025-11-11,陈立,—,HD-S304,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.702,EDA,3.8,DBTDL(二月桂酸二丁基锡),0.043,1.0,3.5,去离子水,38.5,74,2.4,70,800,3.65,37.8,56,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0387,2026-01-28,陈立,RD-2025-001,HD-S305,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.704,EDA,3.1,SnOct(辛酸亚锡),0.044,1.5,3.3,去离子水,31.6,85,3.4,68,1500,3.89,31.4,49,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0388,2026-05-28,周涛,RD-2025-001,HD-S305,放大确认,聚己内酯二醇(PCL-2000),100,IPDI,1.438,EDA,5.6,TEDA(三乙烯二胺),0.053,1.5,3.1,去离子水,31.6,74,1.6,66,1500,2.27,31.3,57,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2025-0389,2025-05-23,周涛,RD-2025-001,HD-S305,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.731,EDA,5.4,SnOct(辛酸亚锡),0.045,0.5,4.0,去离子水,31.6,80,1.8,60,1500,3.84,30.7,55,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0390,2025-05-26,林霞,RD-2025-001,HD-S305,工艺优化,聚己内酯二醇(PCL-2000),100,TDI-80,2.161,EDA,2.8,DBTDL(二月桂酸二丁基锡),0.025,0,4.1,去离子水,31.6,84,2.2,73,1500,6.07,32.4,58,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0391,2026-04-04,陈立,RD-2025-001,HD-S305,放大确认,聚己内酯二醇(PCL-2000),100,IPDI,1.685,EDA,3.7,TEDA(三乙烯二胺),0.023,0,3.6,去离子水,31.6,81,2.4,67,1200,3.57,31.5,56,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0392,2025-01-30,郑凯,RD-2025-001,HD-S305,工艺优化,聚己内酯二醇(PCL-2000),100,IPDI,1.568,EDA,6.0,SnOct(辛酸亚锡),0.055,1.0,3.1,去离子水,31.6,80,2.9,62,1500,3.1,31.9,57,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2024-0393,2024-11-03,朱军,RD-2025-001,HD-S305,配方筛选,聚丙二醇(PPG-2000),100,IPDI,1.394,EDA,3.1,DBTDL(二月桂酸二丁基锡),0.036,0,4.1,去离子水,31.6,81,2.4,73,2000,2.04,31.3,55,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0394,2025-05-31,李强,RD-2025-001,HD-S305,工艺优化,聚己内酯二醇(PCL-2000),100,IPDI,1.783,EDA,4.3,DBTDL(二月桂酸二丁基锡),0.028,1.5,4.6,去离子水,31.6,80,2.0,56,2000,4.31,31.2,59,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0395,2024-09-22,林霞,RD-2025-001,HD-S305,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.916,EDA,5.5,DBTDL(二月桂酸二丁基锡),0.019,0,4.4,去离子水,31.6,74,3.3,59,2000,4.83,31.6,59,乳白(水性),模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0396,2026-02-06,吴静,RD-2025-001,HD-S305,配方筛选,聚碳酸酯二醇(PCDL-2000),100,HDI,1.613,EDA,3.4,TEDA(三乙烯二胺),0.02,1.0,4.2,去离子水,31.6,78,3.2,66,800,3.19,31.2,59,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0397,2025-12-07,林霞,RD-2025-001,HD-S305,工艺优化,聚己内酯二醇(PCL-2000),100,IPDI,1.731,EDA,3.1,DBTDL(二月桂酸二丁基锡),0.054,0.5,3.3,去离子水,31.6,73,2.8,62,800,3.75,31.8,57,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0398,2025-07-23,孙丽,RD-2025-001,HD-S305,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.452,EDA,2.3,SnOct(辛酸亚锡),0.065,1.5,3.7,去离子水,31.6,76,3.3,62,1500,2.31,30.8,56,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0399,2025-03-31,何斌,RD-2025-001,HD-S305,放大确认,聚己内酯二醇(PCL-2000),100,IPDI,2.102,EDA,4.2,TEDA(三乙烯二胺),0.067,0.5,3.5,去离子水,31.6,77,1.5,69,800,5.94,31.4,56,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0400,2026-02-14,吴静,RD-2025-001,HD-S305,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.648,EDA,3.4,TEDA(三乙烯二胺),0.038,0,4.4,去离子水,31.6,79,1.7,74,1200,3.26,31.7,53,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0401,2024-11-03,赵敏,RD-2025-001,HD-S305,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.842,EDA,5.3,DBTDL(二月桂酸二丁基锡),0.054,1.0,3.6,去离子水,31.6,83,2.9,60,1500,4.52,30.8,51,微黄透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0402,2026-04-03,李强,RD-2025-001,HD-S305,对比验证,聚己内酯二醇(PCL-2000),100,IPDI,1.993,EDA,4.5,SnOct(辛酸亚锡),0.035,1.0,4.6,去离子水,31.6,73,1.7,61,2000,5.08,31.9,58,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2026-0403,2026-03-14,何斌,RD-2025-001,HD-S305,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.835,EDA,3.9,SnOct(辛酸亚锡),0.036,1.0,3.1,去离子水,31.6,79,2.7,58,800,4.45,30.8,59,乳白(水性),耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0404,2025-04-23,陈立,RD-2025-001,HD-S305,放大确认,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.738,EDA,2.3,SnOct(辛酸亚锡),0.056,0.5,3.3,去离子水,31.6,83,2.0,66,1200,3.92,30.7,59,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0405,2026-03-16,赵敏,RD-2025-001,HD-S305,放大确认,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,2.094,EDA,3.4,DBTDL(二月桂酸二丁基锡),0.028,0.5,3.4,去离子水,31.6,83,2.4,59,1200,6.1,31.1,50,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2024-0406,2024-12-28,周涛,RD-2025-001,HD-S305,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.734,EDA,3.5,DBTDL(二月桂酸二丁基锡),0.075,1.5,5.2,去离子水,31.6,74,2.3,74,1200,3.81,31.0,49,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0407,2025-12-08,王芳,RD-2025-001,HD-S305,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.812,EDA,3.5,DBTDL(二月桂酸二丁基锡),0.043,0,5.2,去离子水,31.6,73,2.6,69,1200,4.0,31.1,53,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0408,2026-05-14,王芳,RD-2025-001,HD-S305,对比验证,聚己内酯二醇(PCL-2000),100,IPDI,1.716,EDA,4.3,SnOct(辛酸亚锡),0.043,0,4.4,去离子水,31.6,79,1.7,60,1200,3.77,32.1,60,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0409,2025-05-30,赵敏,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.537,EDA,2.3,TEDA(三乙烯二胺),0.069,0.5,3.6,去离子水,39.9,82,1.9,74,2000,2.75,38.7,85,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0410,2025-06-30,何斌,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.525,EDA,2.8,SnOct(辛酸亚锡),0.066,0.5,4.8,去离子水,39.9,74,3.2,67,1500,2.71,40.6,82,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0411,2026-04-11,郭燕,RD-2025-004,HD-S306,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.35,EDA,4.0,SnOct(辛酸亚锡),0.05,1.5,3.4,去离子水,39.9,79,3.4,56,1500,1.8,40.5,86,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0412,2025-07-08,林霞,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.531,EDA,5.5,DBTDL(二月桂酸二丁基锡),0.061,0,4.4,去离子水,39.9,74,3.5,57,2000,2.75,40.3,71,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2024-0413,2024-12-21,赵敏,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.35,EDA,2.6,SnOct(辛酸亚锡),0.073,1.0,3.1,去离子水,39.9,76,2.2,63,2000,1.8,39.4,82,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0414,2025-11-02,吴静,RD-2025-004,HD-S306,DOE,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.484,EDA,5.0,DBTDL(二月桂酸二丁基锡),0.034,0,3.2,去离子水,39.9,80,1.6,68,2000,2.46,40.9,71,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0415,2025-09-23,孙丽,RD-2025-004,HD-S306,配方筛选,聚碳酸酯二醇(PCDL-2000),100,TDI-80,1.35,EDA,2.9,DBTDL(二月桂酸二丁基锡),0.042,1.0,3.2,去离子水,39.9,73,3.3,72,2000,1.8,39.4,81,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
